year,Rain-fed cropland,Rain-fed cropland - herbaceous cover,Rain-fed cropland - tree or shrub cover,Irrigated or post-flooding cropland ,"Mosaic: > 50% cropland/< 50 % natural tree, shrub, herbaceous cover","Mosaic: > 50% natural tree, shrub, herbaceous cover/< 50% cropland",> 15% broad-leaved evergreen tree cover,> 15 % broad-leaved deciduous tree cover,> 40% broad-leaved deciduous tree cover,15 %-40 % broad-leaved deciduous tree cover,> 15% needle-leaved evergreen tree cover,> 40% needle-leaved evergreen tree cover,15 %-40 % needle-leaved evergreen tree cover,> 15% needle-leaved deciduous tree cover,> 40% needle-leaved deciduous tree cover,15 % -40 % needle-leaved deciduous tree cover,Mixed leaf-type (broad-leaved and needle- leaved) tree cover,Mosaic: > 50% tree and shrub cover/< 50% herbaceous cover,Mosaic: > 50% herbaceous cover/ < 50% tree and shrub cover,Shrubland,Evergreen shrubland,Deciduous shrubland,Grassland,Lichens and mosses,"Sparse vegetation: < 15% tree, shrub, herbaceous cover",Sparse vegetation: < 15% tree cover,Sparse vegetation: < 15% shrub cover,Sparse vegetation: < 15 % herbaceous cover,Flooded tree cover - fresh or brackish water,Flooded tree cover - saline water,"Flooded shrub or herbaceous cover - fresh, saline, or brackish water",Urban areas,Bare areas (total vegetative cover < 4%),Consolidated bare areas,Unconsolidated bare areas,Water body,Permanent snow and ice
1992,18660.011036567343,482.86507006060447,0.0,0.0,3164.784599320668,1991.082422400912,0.0,5856.821306123842,0.0,0.0,183111.26427727903,0.0,0.0,0.9616236686357273,0.0,0.0,32104.50515405944,16692.796710158924,1188.0747045979017,14.99951682886417,0.0,322.09011316516916,42.313267504842976,0.0,6553.646664891317,0.0,426.44556670966955,0.0,4.825094233499863,0.0,31148.62123500309,428.2034062653139,207.03151578563597,1.5892920838361078,0.6705472244754529,36789.88457484254,0.0
1993,18657.808122811402,482.86507006060447,0.0,0.0,3164.784599320668,1991.082422400912,0.0,5856.612296455503,0.0,0.0,183105.94929348212,0.0,0.0,0.9616236686357273,0.0,0.0,32103.719070732062,16692.581060984816,1188.0747045979017,14.99951682886417,0.0,322.09011316516916,42.313267504842976,0.0,6550.733463256066,0.0,426.44556670966955,0.0,4.825094233499863,0.0,31148.30373745908,440.3388754346362,206.94206454404747,1.5892920838361078,0.6705472244754529,36789.797895816795,0.0
1994,18655.38519459202,482.86507006060447,0.0,0.0,3164.6990565777687,1991.082422400912,0.0,5856.513958188922,0.0,0.0,183099.87881857995,0.0,0.0,0.9616236686357273,0.0,0.0,32102.862891993682,16692.172427289894,1188.0747045979017,14.99951682886417,0.0,322.09011316516916,42.313267504842976,0.0,6548.419210086559,0.0,426.44556670966955,0.0,4.825094233499863,0.0,31148.183881533845,453.0366482307418,206.80202636001445,1.5892920838361078,0.6705472244754529,36789.61636686387,0.0
1995,18701.908986965656,483.73461946792986,0.0,0.0,3178.982463192118,1990.0184109706688,0.0,5868.487511964231,0.0,0.0,183574.85032916753,0.0,0.0,0.9616236686357273,0.0,0.0,32219.753253115912,16730.849455221232,1188.0747045979017,15.038364155974655,0.0,322.15544455573576,42.30425412273875,0.0,6483.102028882067,0.0,426.2834401225378,0.0,5.066328835642109,0.0,30485.264007387144,466.9540485462697,206.929675730893,1.5892920838361078,0.6705472244754529,36800.50890879649,0.0
1996,18723.039920268082,484.1656147126872,0.0,0.0,3183.4322394523706,1991.5490873128097,0.0,5871.222555143839,0.0,0.0,183076.40949800765,0.0,0.0,1.1496425049936565,0.0,0.0,32242.618678052284,16746.46033795422,1188.9192025286707,17.211926861962777,0.0,322.5446413156082,42.46624989246425,0.0,6477.029761802779,0.0,427.0094051961915,0.0,5.383774819721247,0.0,30277.798046227428,482.07057355979333,207.72172791395073,1.5892920838361078,0.6705472244754529,37423.02497593957,0.0
1997,18772.301214392246,484.42442172141887,0.0,0.0,3183.3414215796483,1991.676099164245,0.0,5859.277632418294,0.0,0.0,182925.34639471682,0.0,0.0,1.1496425049936565,0.0,0.0,32228.22252051155,16759.829843095114,1188.9558316805553,17.593786521956375,0.0,322.946094075135,42.51093595918654,0.0,6470.718595598204,0.0,427.2989875782801,0.0,5.468702577008439,0.0,30285.784540076827,496.01369099595684,208.9268229124014,1.5892920838361078,0.6705472244754529,37519.440681387314,0.0
1998,18923.463344979005,485.01831216859534,0.0,0.0,3186.5780606944572,1993.0321669110506,0.0,5857.108202550345,0.0,0.0,182553.94953661034,0.0,0.0,1.1957488542937122,0.0,0.0,32209.54217578524,16791.720441092188,1189.1337700808529,18.492492280525195,0.0,323.23920475909813,42.69554609155074,0.0,6473.936959117826,0.0,428.3938748900815,0.0,5.814341522294057,0.0,30327.97814480113,512.3976655032835,210.2306884496156,1.5892920838361078,0.6705472244754529,37657.307182325254,0.0
1999,19723.171638225183,492.0766850313059,0.0,0.0,3206.2330621162523,2010.6941341377535,0.0,5834.976374964581,0.0,0.0,183097.37110097677,0.0,0.0,1.7236848773567097,0.0,0.0,32091.36188126831,16918.60508617207,1190.384461312626,20.886389868934245,0.0,323.8001723491548,43.794532769846434,0.0,6359.348184073304,0.0,428.379579955001,0.0,8.629869141321278,0.0,29223.2301703117,527.2415662437402,214.5531506075685,1.542341486691609,0.80701534099834,37474.67661754539,0.0
2000,20303.299499426284,498.5393927538108,0.0,0.0,3225.1858427570396,2027.0830795466657,0.0,5762.361915124855,0.0,0.0,183092.91242597435,0.0,0.0,1.8189964829933845,0.0,0.0,31903.901561365725,16997.115139754245,1203.0701428446275,22.839199818366136,0.0,323.9499139602775,13.252679139201264,0.0,6310.99603990376,0.0,428.57893988602285,0.0,9.297998277934767,0.0,28770.27316744264,542.5820197088943,215.12076608246667,1.542341486691609,0.80701534099834,37538.95962169767,0.0
2001,20431.275382911368,500.38726753020717,0.0,0.0,3228.2638087362193,2026.9310289331765,0.0,5758.2653975269795,0.0,0.0,183986.56033512027,0.0,0.0,2.139725088577402,0.0,0.0,31906.59781210155,17117.597602189984,1214.625402093363,24.493857940908438,0.0,323.8121200513847,14.284433066333753,0.0,6209.8928536989415,0.0,428.33020674630234,0.0,10.19443496393243,0.0,27720.297347627045,542.628154410209,215.6586664400923,1.542341486691609,0.80701534099834,37528.90250477118,0.0
