year,Rain-fed cropland,Rain-fed cropland - herbaceous cover,Rain-fed cropland - tree or shrub cover,Irrigated or post-flooding cropland ,"Mosaic: > 50% cropland/< 50 % natural tree, shrub, herbaceous cover","Mosaic: > 50% natural tree, shrub, herbaceous cover/< 50% cropland",> 15% broad-leaved evergreen tree cover,> 15 % broad-leaved deciduous tree cover,> 40% broad-leaved deciduous tree cover,15 %-40 % broad-leaved deciduous tree cover,> 15% needle-leaved evergreen tree cover,> 40% needle-leaved evergreen tree cover,15 %-40 % needle-leaved evergreen tree cover,> 15% needle-leaved deciduous tree cover,> 40% needle-leaved deciduous tree cover,15 % -40 % needle-leaved deciduous tree cover,Mixed leaf-type (broad-leaved and needle- leaved) tree cover,Mosaic: > 50% tree and shrub cover/< 50% herbaceous cover,Mosaic: > 50% herbaceous cover/ < 50% tree and shrub cover,Shrubland,Evergreen shrubland,Deciduous shrubland,Grassland,Lichens and mosses,"Sparse vegetation: < 15% tree, shrub, herbaceous cover",Sparse vegetation: < 15% tree cover,Sparse vegetation: < 15% shrub cover,Sparse vegetation: < 15 % herbaceous cover,Flooded tree cover - fresh or brackish water,Flooded tree cover - saline water,"Flooded shrub or herbaceous cover - fresh, saline, or brackish water",Urban areas,Bare areas (total vegetative cover < 4%),Consolidated bare areas,Unconsolidated bare areas,Water body,Permanent snow and ice
1992,6584.2461572852335,3427.169702029336,73.91259551063433,154.4990293581902,1582.026371559289,3642.0587348057998,0.0,4947.45289746149,1.5598268345676185,0.0,601.7903739016109,0.0,0.0,0.0,0.0,0.0,105.40359685480905,3011.9204243491054,4.197403862999323,935.9977189334181,0.0,2.4476387656710923,1540.417211253179,40.35745681526614,349.3125723316273,0.0,0.0,0.5078803331372823,0.0,0.0,77.15315574443765,171.8938256601604,450.2024933110215,74.97682498024311,2.612141153603644,1881.6842322200996,0.0
1993,6583.242760692838,3426.525048630527,73.91259551063433,154.4990293581902,1582.026371559289,3642.0587348057998,0.0,4947.45289746149,1.5598268345676185,0.0,601.7903739016109,0.0,0.0,0.0,0.0,0.0,105.40359685480905,3011.849428875244,4.197403862999323,935.9977189334181,0.0,2.4476387656710923,1540.417211253179,40.35745681526614,349.3125723316273,0.0,0.0,0.5078803331372823,0.0,0.0,77.15315574443765,175.624141709315,448.1912227269337,74.97682498024311,2.612141153603644,1881.6842322200996,0.0
1994,6581.666517978521,3426.165932386006,73.91259551063433,154.4990293581902,1582.026371559289,3642.0587348057998,0.0,4947.45289746149,1.5598268345676185,0.0,601.7903739016109,0.0,0.0,0.0,0.0,0.0,105.40359685480905,3011.849428875244,4.197403862999323,935.9251114465078,0.0,2.4476387656710923,1540.3453262140313,40.35745681526614,349.3125723316273,0.0,0.0,0.5078803331372823,0.0,0.0,77.15315574443765,179.57368960372906,446.393210145749,74.97682498024311,2.612141153603644,1881.6125483917656,0.0
1995,6608.304926140966,3432.6728712432587,73.91259551063433,156.86880584334168,1591.4119037246348,3643.8994420417625,0.0,4876.05535064223,1.5598268345676185,0.0,583.7469990485665,0.0,0.0,0.0,0.0,0.0,105.90537198690643,3036.76277785094,4.2693466882271895,938.1658647383492,0.0,2.4476387656710923,1552.5713521584903,40.35745681526614,347.3307611374281,0.0,0.0,0.5078803331372823,0.0,0.0,77.15315574443765,183.73731387383128,445.22749396916976,75.41199079313249,2.612141153603644,1882.906998276379,0.0
1996,6611.568655280921,3433.9735964295555,73.91259551063433,156.94193911937452,1591.1302303099894,3606.691712207625,0.0,4880.286138679578,1.5598268345676185,0.0,587.740932819671,0.0,0.0,0.0,0.0,0.0,106.4856689539678,3051.5896586438653,4.2693466882271895,938.2346056943447,0.0,2.4476387656710923,1553.2899451932394,40.35745681526614,346.5894404340685,0.0,0.0,0.5078803331372823,0.0,0.0,76.93667500195286,187.17947669148322,443.93063645446716,75.41199079313249,2.612141153603644,1890.1520765065843,0.0
1997,6613.657466578905,3433.906333645524,73.91259551063433,157.0862888760633,1591.8460650938664,3557.021176018665,0.0,4877.12047363456,1.5598268345676185,0.0,603.9115959533383,0.0,0.0,0.0,0.0,0.0,107.27295603853997,3071.212842677743,4.340106709282094,937.7385149471262,0.0,2.4476387656710923,1556.9541128003575,40.35745681526614,349.8283948202153,0.0,0.0,0.5078803331372823,0.0,0.0,77.80310945381048,191.41256241002148,442.1987788855515,75.19802106796122,2.612141153603644,1893.8939262905196,0.0
1998,6615.724706115371,3435.2932633499745,73.91259551063433,158.7335070434185,1594.9950791621727,3522.533382411079,0.0,4867.256581132638,1.5598268345676185,0.0,605.4541184559039,0.0,0.0,0.0,0.0,0.0,109.0641636150067,3092.129634579194,4.340106709282094,937.099664038399,0.0,2.4476387656710923,1557.5780967221144,40.35745681526614,349.8986237765632,0.0,0.0,0.5078803331372823,0.0,0.0,78.23444421753197,196.7219784234794,440.5459156785273,75.26854779177299,2.612141153603644,1901.5309126796203,0.0
1999,6624.4976210618515,3437.480108175846,73.91259551063433,161.02314550357002,1600.5833633490324,3332.8892919023765,0.0,4903.934840193369,1.5598268345676185,0.0,639.6792431903303,0.0,0.0,0.0,0.0,0.0,110.6393512504079,3174.048815048088,4.550442410485917,933.306860158494,0.0,2.4476387656710923,1563.1156115561434,40.35745681526614,352.90813793982977,0.0,0.0,0.5078803331372823,0.0,0.0,78.09510804120552,201.673618372461,439.5175274658651,75.62058254218417,2.612141153603644,1908.8390577405096,0.0
2000,6619.422187082907,3436.7604373626764,73.91259551063433,161.23679844844062,1589.37568221597,2950.062419190173,0.0,5102.152877006449,1.5598268345676185,0.0,656.9630595753918,0.0,0.0,0.0,0.0,0.0,114.5563708074965,3366.4236533515586,4.550442410485917,918.2828896077046,0.0,2.4476387656710923,1560.83374625919,40.35745681526614,352.7546893781357,0.0,0.0,0.5078803331372823,0.0,0.0,77.73720051413157,207.4739851888234,438.5006871009297,75.62016500702921,2.612141153603644,1909.695435394556,0.0
2001,6618.981580847472,3437.6097066148977,73.91259551063433,161.44994453365794,1588.574148866113,2873.101807073041,0.0,5157.062221969935,1.5598268345676185,0.0,658.4819292055895,0.0,0.0,0.0,0.0,0.0,115.0547386516227,3386.1276906907956,4.550442410485917,916.4233846419319,0.0,2.4476387656710923,1560.448136724635,40.35745681526614,353.66406578197785,0.0,0.0,0.5078803331372823,0.0,0.0,77.73720051413157,209.98146429619823,437.3459586314843,76.11286905352459,2.612141153603644,1909.695435394556,0.0
